district_id,district_short,state,job_title,population,percent_aa,percent_latino,percent_obama,primary_election_date,general_election_date,next_filing_date,election_result,notes
ND - Mercer,Mercer,ND,State's Attorney,8746,0.40,2.50,26.20,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Morton,Morton,ND,State's Attorney,29822,0.90,2.70,32.80,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Mountrail,Mountrail,ND,State's Attorney,9782,0.90,6.20,40.60,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Nelson,Nelson,ND,State's Attorney,3045,0.60,2.00,45.70,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Oliver,Oliver,ND,State's Attorney,1850,0.40,2.50,27.70,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Pembina,Pembina,ND,State's Attorney,7128,0.50,3.70,38.50,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Pierce,Pierce,ND,State's Attorney,4404,0.60,1.40,30.30,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Ramsey,Ramsey,ND,State's Attorney,11564,0.50,2.50,43.40,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Ransom,Ransom,ND,State's Attorney,5446,0.60,1.90,55.40,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Renville,Renville,ND,State's Attorney,2587,0.70,2.30,31.10,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Richland,Richland,ND,State's Attorney,16432,0.80,2.70,42.00,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Rolette,Rolette,ND,State's Attorney,14616,0.40,1.60,73.70,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Sargent,Sargent,ND,State's Attorney,3931,0.70,2.90,53.60,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Sheridan,Sheridan,ND,State's Attorney,1326,0.50,1.30,19.80,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Sioux,Sioux,ND,State's Attorney,4422,0.30,3.80,78.70,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Slope,Slope,ND,State's Attorney,765,0.50,3.00,19.00,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Stark,Stark,ND,State's Attorney,30372,1.70,4.90,24.20,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Steele,Steele,ND,State's Attorney,1955,0.20,1.30,49.70,,2018-11-06,2018-01-01,,
ND - Stutsman,Stutsman,ND,State's Attorney,21129,1.10,2.10,37.50,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=23&name=LaMoure,
ND - Towner,Towner,ND,State's Attorney,2310,0.20,0.80,43.70,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=48&name=Towner,
ND - Traill,Traill,ND,State's Attorney,8082,0.80,3.20,46.20,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=23&name=LaMoure,
ND - Walsh,Walsh,ND,State's Attorney,10970,0.40,11.10,41.40,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=23&name=LaMoure,
ND - Ward,Ward,ND,State's Attorney,69384,4.00,5.10,33.20,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=23&name=LaMoure,
ND - Wells,Wells,ND,State's Attorney,4192,0.30,1.10,28.30,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=52&name=Wells,
ND - Williams,Williams,ND,State's Attorney,32130,2.40,5.20,23.70,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=23&name=LaMoure,
NE - Adams,Adams,NE,County Attorney,31457,1.00,8.80,32.10,,2018-11-06,2018-01-01,http://www.adamscounty.org/images/PDFS/Clerks/General%20Election%20Results.pdf,
NE - Antelope,Antelope,NE,County Attorney,6398,0.30,3.00,17.70,,2018-11-06,2018-01-01,https://antelopecounty.nebraska.gov/2014-general-election-results,
NE - Arthur,Arthur,NE,County Attorney,453,0.20,5.10,11.50,,2018-11-06,2018-01-01,,
NE - Banner,Banner,NE,County Attorney,764,2.60,4.10,13.40,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Banner/2014_General_unofficial_results.pdf,
NE - Blaine,Blaine,NE,County Attorney,504,0.20,0.20,9.60,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Blaine/2014_General_unofficial_results.pdf,
NE - Boone,Boone,NE,County Attorney,5353,0.40,1.70,21.90,,2018-11-06,2018-01-01,http://www.co.boone.ne.us/pdfs/election/2014_primary_notice.pdf,
NE - Box Butte,Box Butte,NE,County Attorney,11340,0.70,11.90,36.00,,2018-11-06,2018-01-01,http://www.panhandlepost.com/commissioners-appoint-charlotte-hood-as-county-attorney/,
NE - Boyd,Boyd,NE,County Attorney,2033,0.10,2.00,17.60,,2018-11-06,2018-01-01,https://www.facebook.com/holtcountyindependent/posts/1642644205949585,
NE - Brown,Brown,NE,County Attorney,2941,0.20,1.20,14.40,,2018-11-06,2018-01-01,,
NE - Buffalo,Buffalo,NE,County Attorney,48224,1.10,8.60,27.60,,2018-11-06,2018-01-01,http://www.buffalogov.org/files/ElectionCommissioner/2014%20Buffalo%20County%20Candidates%202014-03-11.pdf,
NE - Burt,Burt,NE,County Attorney,6573,0.50,2.70,38.30,,2018-11-06,2018-01-01,http://www.burtcounty.ne.gov/pdfs/election/2014_general_notice.pdf,
NE - Butler,Butler,NE,County Attorney,8249,0.40,2.80,27.10,,2018-11-06,2018-01-01,http://columbustelegram.com/banner-press/news/five-races-on-county-primary-ballot/article_93f13fc1-b76a-51bf-9083-f6aaa668d198.html,
NE - Cass,Cass,NE,County Attorney,25524,0.50,3.10,35.90,,2018-11-06,2018-01-01,http://results.enr.clarityelections.com/NE/Cass/54037/148843/Web01/en/summary.html,
NE - Cedar,Cedar,NE,County Attorney,8610,0.10,1.50,22.10,,2018-11-06,2018-01-01,https://www.facebook.com/KDAMFM/posts/863354317030436,
NE - Chase,Chase,NE,County Attorney,3978,0.20,12.60,13.60,,2018-11-06,2018-01-01,http://www.co.chase.ne.us/election.html,
NE - Cherry,Cherry,NE,County Attorney,5762,0.40,2.80,14.20,,2018-11-06,2018-01-01,http://www.co.cherry.ne.us/election_files/2014_General_official_results.htm,
NE - Cheyenne,Cheyenne,NE,County Attorney,10148,0.40,6.60,23.30,,2018-11-06,2018-01-01,http://media.wix.com/ugd/7f19fc_e3b8f843ffdc4464b7e40e64b8339459.pdf,
NE - Clay,Clay,NE,County Attorney,6315,0.30,8.90,22.60,,2018-11-06,2018-01-01,http://archives.etypeservices.com/Claycounty2/Magazine68110/Publication/Magazine68110.pdf,
NE - Colfax,Colfax,NE,County Attorney,10504,2.90,43.10,31.60,,2018-11-06,2018-01-01,http://us92.com/uncategorized/colfax-county-election-results/,
NE - Cuming,Cuming,NE,County Attorney,9027,0.30,9.60,25.90,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Cuming/2014_General_unofficial_results.pdf,
NE - Custer,Custer,NE,County Attorney,10728,0.50,2.60,19.70,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Custer/2014_General_unofficial_results.htm,
NE - Dakota,Dakota,NE,County Attorney,20850,4.30,37.40,47.60,,2018-11-06,2018-01-01,http://siouxcityjournal.com/news/local/govt-and-politics/low-nebraska-turnout-mystifies-county-officials/article_b4bd36b6-0e9e-5b3a-85ab-bb6aa8e42b74.html,
NE - Dawes,Dawes,NE,County Attorney,9042,1.80,4.30,30.40,,2018-11-06,2018-01-01,http://rapidcityjournal.com/news/local/communities/chadron/dawes-sioux-sheridan-county-election-filings-complete/article_85784cec-a967-11e3-8fe9-001a4bcf887a.html,
NE - Dawson,Dawson,NE,County Attorney,24096,4.30,33.20,28.00,,2018-11-06,2018-01-01,http://lexch.com/news/local/dawson-county-candidates-to-debate-in-cozad/article_32daf1de-ba69-11e3-bf04-001a4bcf887a.html,
NE - Deuel,Deuel,NE,County Attorney,1940,0.30,5.50,21.10,,2018-11-06,2018-01-01,,
NE - Dixon,Dixon,NE,County Attorney,5782,0.60,12.00,32.40,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Dixon/2014_General_unofficial_results.pdf,
NE - Dodge,Dodge,NE,County Attorney,36744,1.10,11.30,37.90,,2018-11-06,2018-01-01,http://www.dodgecounty.ne.gov/content/FINAL2014G.HTM,
NE - Douglas,Douglas,NE,County Attorney,543244,11.60,12.00,47.50,,2018-11-06,2018-01-01,http://dataomaha.com/media/election2014/general/douglas/,
NE - Dundy,Dundy,NE,County Attorney,1886,0.40,6.50,17.90,,2018-11-06,2018-01-01,http://www.co.dundy.ne.us/content/election_results,
NE - Fillmore,Fillmore,NE,County Attorney,5661,0.70,3.90,28.00,,2018-11-06,2018-01-01,http://www.thenebraskasignal.com/index.php?option=com_content&view=article&id=2911:2014-fillmore-county-unofficial-election-results&catid=35&Itemid=54,
NE - Franklin,Franklin,NE,County Attorney,3076,0.20,1.90,25.00,,2018-11-06,2018-01-01,http://www.co.franklin.ne.us/election_files/2014_General_unofficial_results.htm,
NE - Frontier,Frontier,NE,County Attorney,2705,0.20,2.30,20.80,,2018-11-06,2018-01-01,http://www.co.frontier.ne.us/content/EL45.pdf,
NE - Furnas,Furnas,NE,County Attorney,4888,0.40,3.20,18.90,,2018-11-06,2018-01-01,,
NE - Gage,Gage,NE,County Attorney,21663,0.60,2.10,40.40,,2018-11-06,2018-01-01,http://beatricedailysun.com/news/local/gage-county-election-results/article_cd4073d9-86b9-5075-bd83-4beecfaa691a.html,
NE - Garden,Garden,NE,County Attorney,1911,0.40,4.50,22.20,,2018-11-06,2018-01-01,http://www.co.garden.ne.us/content/2010_general_results,
NE - Garfield,Garfield,NE,County Attorney,2003,0.30,1.30,15.90,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Garfield/2014_General_unofficial_results.htm,
NE - Gosper,Gosper,NE,County Attorney,1970,0.70,4.10,23.50,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Gosper/2014_General_unofficial_results.pdf,
NE - Grant,Grant,NE,County Attorney,619,0.20,1.50,8.30,,2018-11-06,2018-01-01,,
NE - Greeley,Greeley,NE,County Attorney,2482,0.70,2.20,28.70,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Greeley/2014_General_unofficial_results.htm,
NE - Hall,Hall,NE,County Attorney,61492,2.70,25.90,35.40,,2018-11-06,2018-01-01,http://www.nbcneb.com/home/headlines/Zitterkopf-Appointed-Hall-County-Attorney-288417301.html?device=phone&c=y,
NE - Hamilton,Hamilton,NE,County Attorney,9135,0.40,2.90,23.50,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Hamilton/2014_General_unofficial_results.pdf,
NE - Harlan,Harlan,NE,County Attorney,3492,0.10,2.10,19.90,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Harlan/2014_General_unofficial_results.pdf,
NE - Hayes,Hayes,NE,County Attorney,933,0.50,3.80,9.50,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Hayes/2014_General_unofficial_results.htm,
NE - Hitchcock,Hitchcock,NE,County Attorney,2901,0.30,3.30,18.30,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Hitchcock/2014_General_unofficial_results.htm,
NE - Holt,Holt,NE,County Attorney,10403,0.30,3.90,17.90,,2018-11-06,2018-01-01,http://www.co.holt.ne.us/content/election_results,
NE - Hooker,Hooker,NE,County Attorney,728,0.00,1.40,14.90,,2018-11-06,2018-01-01,"Vinton gets appointed every election year, without running http://journalstar.com/news/state-and-regional/nebraska/the-most-felony-free-county-in-nebraska/article_9d72043e-4f78-50f0-9c29-6cef573958a4.html",
NE - Howard,Howard,NE,County Attorney,6362,0.40,2.40,31.80,,2018-11-06,2018-01-01,"http://www.indabook.org/preview/cxhH3ir9HOVCyoAR-ZpIjMz3Ii-z4IrPdmxFtfvRX4E,/Howard-2014-General-Election.html?query=Howard-County-NE-Election-Results",
NE - Jefferson,Jefferson,NE,County Attorney,7335,0.50,3.30,34.70,,2018-11-06,2018-01-01,http://beatricedailysun.com/news/local/linda-bauer-named-new-judge/article_9f613798-5676-56f7-8b20-4abfefa13de1.html,
NE - Johnson,Johnson,NE,County Attorney,5185,6.20,10.50,38.30,,2018-11-06,2018-01-01,http://www.tecumsehchieftain.com/articles/2015/06/24/rick-smith-appointed-johnson-county-attorney,
NE - Kearney,Kearney,NE,County Attorney,6644,0.30,5.40,24.30,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Kearney/2014_General_unofficial_results.pdf,
NE - Keith,Keith,NE,County Attorney,8121,0.60,6.60,22.90,,2018-11-06,2018-01-01,,
NE - Keya Paha,Keya Paha,NE,County Attorney,810,0.00,0.60,16.50,,2018-11-06,2018-01-01,,
NE - Kimball,Kimball,NE,County Attorney,3713,0.30,8.40,23.40,,2018-11-06,2018-01-01,http://www.co.kimball.ne.us/content/Election%20Results,
NE - Knox,Knox,NE,County Attorney,8482,0.20,2.60,26.20,,2018-11-06,2018-01-01,http://www.co.knox.ne.us/content/election_results,
NE - Lancaster,Lancaster,NE,County Attorney,301795,3.90,6.60,48.70,,2018-11-06,2018-01-01,,
NE - Lincoln,Lincoln,NE,County Attorney,35815,1.00,8.30,28.40,,2018-11-06,2018-01-01,http://www.nptelegraph.com/news/lincoln-county-ballots-set-for-primary/article_4d358c09-69d8-587b-a4b0-1e4efbd903db.html,
NE - Logan,Logan,NE,County Attorney,750,0.10,2.10,15.80,,2018-11-06,2018-01-01,,
NE - Loup,Loup,NE,County Attorney,588,0.50,2.20,17.30,,2018-11-06,2018-01-01,http://www.co.loup.ne.us/content/election_results,
NE - Madison,Madison,NE,County Attorney,35174,1.70,14.20,24.90,,2018-11-06,2018-01-01,http://www.madisoncountyne.com/download/Elections/election_results%282%29/2014%20General%20Election%282%29.pdf,
NE - McPherson,McPherson,NE,County Attorney,498,0.40,1.60,25.10,,2018-11-06,2018-01-01,,
NE - Merrick,Merrick,NE,County Attorney,7766,0.50,4.00,26.50,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Merrick/2014_General_unofficial_results.pdf,
NE - Morrill,Morrill,NE,County Attorney,4862,0.30,15.00,20.80,,2018-11-06,2018-01-01,,
NE - Nance,Nance,NE,County Attorney,3570,0.30,2.30,29.70,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Nance/2014_General_unofficial_results.pdf,
NE - Nemaha,Nemaha,NE,County Attorney,7175,1.10,2.50,35.10,,2018-11-06,2018-01-01,https://www.idmarch.org/document/Via/J7ac-show/Official+Nemaha+County%2C+Nebraska+2014+General+Election+Results+November+4%2C+2014+1st+Douglas+Glenrock+2nd+Douglas+3rd+Douglas+4th+Douglas,
NE - Nuckolls,Nuckolls,NE,County Attorney,4369,0.20,2.50,25.90,,2018-11-06,2018-01-01,http://www.washingtontimes.com/news/2015/nov/4/webster-county-attorney-adding-nuckolls-county-dut/,
NE - Otoe,Otoe,NE,County Attorney,15797,0.60,6.80,36.70,,2018-11-06,2018-01-01,http://media.files.gatehousemedia.com.s3.amazonaws.com/upload%2Ffiles%2Fhome%2Fghm_pubs%2Fe-edition_NCNP_nov7.pdf,
NE - Pawnee,Pawnee,NE,County Attorney,2702,0.40,1.80,29.80,,2018-11-06,2018-01-01,https://www.mscnews.net/news/?nk=34186,
NE - Perkins,Perkins,NE,County Attorney,2891,0.80,3.70,17.10,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Perkins/2014_General_unofficial_results.pdf,
NE - Phelps,Phelps,NE,County Attorney,9187,0.50,5.30,20.10,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Phelps/2014_General_unofficial_results.htm,
NE - Pierce,Pierce,NE,County Attorney,7202,0.40,1.60,18.60,,2018-11-06,2018-01-01,http://newschannelnebraska.com/uncategorized/pierce-county-election-results/,
NE - Platte,Platte,NE,County Attorney,32666,0.70,16.60,23.40,,2018-11-06,2018-01-01,http://www.plattecounty.net/pdfs/election/results/2014_general.pdf,
NE - Polk,Polk,NE,County Attorney,5271,0.20,3.80,21.50,,2018-11-06,2018-01-01,http://www.polkcounty.ne.gov/content/electionresults14general.pdf,
NE - Red Willow,Red Willow,NE,County Attorney,10867,0.90,5.10,19.30,,2018-11-06,2018-01-01,http://www.mccookgazette.com/story/2057294.html,
NE - Richardson,Richardson,NE,County Attorney,8128,0.30,1.90,31.90,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Richardson/2014_General_unofficial_results.htm,
NE - Rock,Rock,NE,County Attorney,1443,0.10,2.10,13.10,,2018-11-06,2018-01-01,http://cms3.revize.com/revize/rockcounty/2014_General_Election_Results.pdf,
NE - Saline,Saline,NE,County Attorney,14252,1.60,23.00,46.20,,2018-11-06,2018-01-01,http://www.sewardindependent.com/wilber/news/article_ba1292be-7342-11e4-810e-e7bfe9fe4c02.html,
NE - Sarpy,Sarpy,NE,County Attorney,172193,4.50,8.30,37.30,,2018-11-06,2018-01-01,http://dataomaha.com/media/election2014/general/sarpy/,
NE - Saunders,Saunders,NE,County Attorney,20919,0.50,2.20,46.20,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Saunders/2014_General_unofficial_results.htm,
NE - Scottsbluff,Scottsbluff,NE,County Attorney,36465,0.90,22.70,30.30,,2018-11-06,2018-01-01,http://www.geringcitizen.com/articles.php?ID=5715&Title=%20Attorney%20Dave%20Eubanks%20to%20fulfill%20Warner%92s%20term+%5Bpublished+2014-08-07%5D&Member_ID=&l=&First_Name=&Last_Name=,
NE - Seward,Seward,NE,County Attorney,17150,0.50,2.30,32.10,,2018-11-06,2018-01-01,http://www2.connectseward.org/cgov/CountyClerk/agenda/EL45.HTM,
NE - Sheridan,Sheridan,NE,County Attorney,5259,0.40,4.60,31.50,,2018-11-06,2018-01-01,http://www.sheridancountynebraska.com/archives/novresults.php,
NE - Sherman,Sherman,NE,County Attorney,3074,0.20,1.90,13.70,,2018-11-06,2018-01-01,http://www.co.sherman.ne.us/content/election_results,
NE - Sioux,Sioux,NE,County Attorney,1303,0.20,4.80,13.70,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Sioux/2014_General_unofficial_results.htm,
NE - Stanton,Stanton,NE,County Attorney,6069,0.90,4.80,36.10,,2018-11-06,2018-01-01,http://www.co.stanton.ne.us/content/election_results_general,
NE - Thayer,Thayer,NE,County Attorney,5230,0.40,2.20,27.40,,2018-11-06,2018-01-01,http://www.hebronjournalregister.com/index.php?option=com_content&view=article&id=1550:unofficial-thayer-county-general-election-results&catid=34:local-news&Itemid=58,
NE - Thomas,Thomas,NE,County Attorney,687,0.10,1.70,10.30,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Thomas/2014_General_unofficial_results.pdf,
NE - Thurston,Thurston,NE,County Attorney,6969,0.60,4.50,56.30,,2018-11-06,2018-01-01,http://www.penderthurston.com/main.asp?SectionID=5&SubSectionID=23&ArticleID=1335,
NE - Valley,Valley,NE,County Attorney,4204,0.20,2.20,22.70,,2018-11-06,2018-01-01,,
NE - Washington,Washington,NE,County Attorney,20258,0.80,2.50,30.60,,2018-11-06,2018-01-01,http://www.enterprisepub.com/election_updates/click-here-for-election-results/article_9ea0a6ee-6369-11e4-a51b-0017a43b2370.html,
NE - Wayne,Wayne,NE,County Attorney,9431,1.90,5.60,29.20,,2018-11-06,2018-01-01,http://www.mywaynenews.com/articles/2014/11/18/news/doc545964313535b052046547.txt,
NE - Webster,Webster,NE,County Attorney,3658,0.70,4.60,25.40,,2018-11-06,2018-01-01,http://www.co.webster.ne.us/pdfs/election/2014_primary_notice.pdf,
NE - Wheeler,Wheeler,NE,County Attorney,766,0.00,0.90,20.80,,2018-11-06,2018-01-01,http://election.mips.me/election_files/Wheeler/2014_General_unofficial_results.pdf,
NE - York,York,NE,County Attorney,13917,1.60,4.90,21.60,,2018-11-06,2018-01-01,http://www.yorknewstimes.com/news/general-election-filing-ends/article_7335d2ea-1c51-11e4-91eb-001a4bcf887a.html,
NH - Belknap,Belknap,NH,County Attorney,60305,0.80,1.60,46.90,2016-09-13,2016-11-08,2016-06-10,http://sos.nh.gov/Elections/Election_Information/2014_Elections/General_Election/County_Offices_-_2014_General_Election.aspx?id=8589941853,
NH - Carroll,Carroll,NH,County Attorney,47399,0.50,1.40,48.90,2016-09-13,2016-11-08,2016-06-10,http://sos.nh.gov/Elections/Election_Information/2014_Elections/General_Election/County_Offices_-_2014_General_Election.aspx?id=8589941853,
NH - Cheshire,Cheshire,NH,County Attorney,76115,0.80,1.70,61.40,2016-09-13,2016-11-08,2016-06-10,http://sos.nh.gov/Elections/Election_Information/2014_Elections/General_Election/County_Offices_-_2014_General_Election.aspx?id=8589941853,
NH - Coos,Coos,NH,County Attorney,31653,0.70,1.70,57.90,2016-09-13,2016-11-08,2016-06-10,http://sos.nh.gov/Elections/Election_Information/2014_Elections/General_Election/County_Offices_-_2014_General_Election.aspx?id=8589941853,
NH - Grafton,Grafton,NH,County Attorney,89658,1.10,2.20,49.70,2016-09-13,2016-11-08,2016-06-10,http://sos.nh.gov/Elections/Election_Information/2014_Elections/General_Election/County_Offices_-_2014_General_Election.aspx?id=8589941853,
