State,Electoral.District,Office.Name,Official.Name,Sex,Race,Data.Version
NY,Broome,District Attorney,Gerald Mollen,Male,White,summer_14
NY,Cattaraugus,District Attorney,Lori Rieman,Female,White,summer_14
NY,Cayuga,District Attorney,Jon Budelmann,Male,White,summer_14
NY,Chautauqua,District Attorney,David Foley,Male,White,summer_14
NY,Chemung,District Attorney,Weedon Wetmore,Male,White,summer_14
NY,Chenango,District Attorney,Joseph McBride,Male,White,summer_14
NY,Clinton,District Attorney,Andrew Wylie,Male,White,summer_14
NY,Columbia,District Attorney,Beth Cozzolino,Female,White,summer_14
NY,Cortland,District Attorney,Mark Suben,Unknown,Unknown,summer_14
NY,Delaware,District Attorney,Richard Northrup Jr.,Male,White,summer_14
NY,Erie,District Attorney,Frank Sedita,Male,White,summer_14
NY,Essex,District Attorney,Kristy Sprague,Female,White,summer_14
NY,Franklin,District Attorney,Derek Champagne,Male,White,summer_14
NY,Fulton,District Attorney,Louise Sira,Female,Hispanic or Latino,summer_14
NY,Genesee,District Attorney,Lawrence Friedman,Male,White,summer_14
NY,Greene,District Attorney,Terry Wilhelm,Male,White,summer_14
NY,Hamilton,District Attorney,James Curry,Male,White,summer_14
NY,Jefferson,District Attorney,Cindy Intschert,Unknown,Unknown,summer_14
NY,Kings,County District Attorney,Kenneth P. Thompson,Male,Black or African American,summer_14
NY,Lewis,District Attorney,Leanne Moser,Female,White,summer_14
NY,Livingston,District Attorney,Thomas Moran,Male,Hispanic or Latino,summer_14
NY,Madison,District Attorney,William Gabor,Male,White,summer_14
NY,Monroe,District Attorney,Michael Green,Male,White,summer_14
NY,Montgomery,District Attorney,James Conboy,Male,White,summer_14
NY,Nassau,District Attorney,Kathleen Rice,Female,White,summer_14
NY,New York,District Attorney - Manhattan,Cyrus Vance Jr.,Male,White,summer_14
NY,Niagara,District Attorney/Public Defender,Michael Violante,Male,White,summer_14
NY,NY,Attorney General,Eric Schneiderman,Male,White,summer_14
NY,Oneida,District Attorney,Scott McNamara,Male,White,summer_14
NY,Onondaga,District Attorney,William Fitzpatrick,Male,White,summer_14
NY,Ontario,District Attorney,R. Michael Tantillo,Unknown,Unknown,summer_14
NY,Orange,District Attorney,Francis Phillips II,Male,White,summer_14
NY,Orleans,District Attorney,Joseph Cardone,Male,White,summer_14
NY,Oswego,District Attorney/Coroner/Medical Examiner,Donald Dodd,Male,white,summer_14
NY,Otsego,District Attorney,John Muehl,Male,White,summer_14
NY,Putnam,District Attorney,Adam Levy,Male,White,summer_14
NY,Queens,District Attorney - Queens,Richard Brown,Male,White,summer_14
NY,Rensselaer,District Attorney,Richard McNally,Male,White,summer_14
NY,Richmond,District Attorney - Richmond,Dan Donovan Jr.,Male,White,summer_14
NY,Rockland,District Attorney,Tom Zugibe,Unknown,Unknown,summer_14
NY,Saratoga,District Attorney,James Murphy,Male,White,summer_14
NY,Schenectady,District Attorney,Robert Carney,Male,White,summer_14
NY,Schoharie,District Attorney,James Sackett,Male,White,summer_14
NY,Schuyler,District Attorney/Election Commissioner,Joseph Fazzary,Unknown,Unknown,summer_14
NY,Seneca,District Attorney,Barry Porsch,Male,White,summer_14
NY,St. Lawrence,District Attorney,Nicole Duve,Female,White,summer_14
NY,Steuben,District Attorney,John Tunney,Male,White,summer_14
NY,Suffolk,District Attorney,Thomas Spota,Male,White,summer_14
NY,Sullivan,District Attorney,James Farrell,Male,White,summer_14
NY,Tioga,District Attorney,Gerald Keene,Male,White,summer_14
NY,Tompkins,District Attorney,Gwen Wilkinson,Female,White,summer_14
NY,Ulster,District Attorney,Holley Carnright,Unknown,Unknown,summer_14
NY,Warren,District Attorney,Kathleen Hogan,Unknown,Unknown,summer_14
NY,Washington,District Attorney,Kevin Kortright,Male,White,summer_14
NY,Wayne,District Attorney,Richard Healy,Male,White,summer_14
NY,Westchester,District Attorney,Janet DiFiore,Female,White,summer_14
NY,Wyoming,District Attorney,Donald G. O'Geen,Male,White,summer_14
NY,Yates,District Attorney,Jason Cook,Male,White,summer_14
OH,Adams County,Prosecuting Attorney,David Kelley,Unknown,Unknown,summer_14
OH,Allen County,Prosecuting Attorney,Juergen Waldick,Male,White,summer_14
OH,Ashland County,Prosecuting Attorney,Ramona Rogers,Female,White,summer_14
OH,Ashtabula County,Prosecuting Attorney,Thomas Sartini,Male,White,summer_14
OH,Athens County,Prosecuting Attorney,Keller Blackburn,Male,White,summer_14
OH,Auglaize County,Prosecuting Attorney,Edwin Pierce,Male,White,summer_14
OH,Belmont County,Prosecuting Attorney,Chris Berhalter,Male,White,summer_14
OH,Brown County,Prosecuting Attorney,Jessica Little,Female,White,summer_14
OH,Butler County,Prosecuting Attorney,Michael Gmoser,Male,White,summer_14
OH,Carroll County,Prosecuting Attorney,Donald Burns,Male,White,summer_14
OH,Champaign County,Prosecuting Attorney,Kevin S. Talebi,Male,White,summer_14
OH,Clark County,Prosecuting Attorney,D. Andrew Wilson,Unknown,Unknown,summer_14
OH,Clinton County,Prosecuting Attorney,Richard Moyer,Male,White,summer_14
OH,Columbiana County,Prosecuting Attorney,Robert Herron,Male,White,summer_14
OH,Coshocton County,Prosecuting Attorney,Jason Given,Male,White,summer_14
OH,Crawford County,Prosecuting Attorney,Stanley Flegm,Unknown,Unknown,summer_14
OH,Cuyahoga County,Prosecuting Attorney,Timothy J. McGinty,Male,White,summer_14
OH,Darke County,Prosecuting Attorney,R. Kelly Ormsby III,Male,White,summer_14
OH,Defiance County,Prosecuting Attorney,Morris Murray,Male,White,summer_14
OH,Delaware County,Prosecuting Attorney,Carol O'Brien,Female,White,summer_14
OH,Erie County,Prosecuting Attorney,Kevin Baxter,Male,White,summer_14
OH,Fairfield County,Prosecuting Attorney,Gregg Marx,Male,White,summer_14
OH,Fayette County,Prosecuting Attorney,Jess Weade,Male,White,summer_14
OH,Franklin County,Prosecuting Attorney,Ronald O'Brien,Male,White,summer_14
OH,Fulton County,Prosecuting Attorney,Scott Haselman,Male,White,summer_14
OH,Gallia County,Prosecuting Attorney,Jeffrey Adkins,Unknown,Unknown,summer_14
OH,Geauga County,Prosecuting Attorney,James R. Flaiz,Male,White,summer_14
OH,Greene County,Prosecuting Attorney,Stephen Haller,Male,White,summer_14
OH,Guernsey County,Prosecuting Attorney,Dan Padden,Male,White,summer_14
OH,Hamilton County,Prosecuting Attorney,Joseph Deters,Male,White,summer_14
OH,Hancock County,Prosecuting Attorney,Mark Miller,Male,White,summer_14
OH,Hardin County,Prosecuting Attorney,Brad Bailey,Male,White,summer_14
OH,Harrison County,Prosecuting Attorney,T. Shawn Hervey,Male,White,summer_14
OH,Henry County,Prosecuting Attorney,John Hanna,Unknown,Unknown,summer_14
OH,Highland County,Prosecuting Attorney,Anneka Collins,Female,White,summer_14
OH,Hocking County,Prosecuting Attorney,Laina Jordan,Unknown,Unknown,summer_14
OH,Holmes County,Prosecuting Attorney,Steve Knowling,Male,White,summer_14
OH,Huron County,Prosecuting Attorney,Russell Leffler,Male,White,summer_14
OH,Jackson County,Prosecuting Attorney,Justin Lovett,Male,White,summer_14
OH,Jefferson County,Prosecuting Attorney,Jane Hanlin,Female,White,summer_14
OH,Knox County,Prosecuting Attorney,John Thatcher,Male,White,summer_14
OH,Lake County,Prosecuting Attorney,Charles E. Coulson,Male,White,summer_14
OH,Lawrence County,Prosecuting Attorney,J. B. Collier Jr.,Male,White,summer_14
OH,Licking County,Prosecuting Attorney,Kenneth Oswalt,Male,White,summer_14
OH,Logan County,Prosecuting Attorney,William Goslee,Male,White,summer_14
OH,Lorain County,Prosecuting Attorney,Dennis Will,Male,White,summer_14
OH,Lucas County,Prosecuting Attorney,Julia Bates,Female,White,summer_14
OH,Madison County,Prosecuting Attorney,Stephen Pronai,Male,White,summer_14
OH,Mahoning County,Prosecuting Attorney,Paul Gains,Male,White,summer_14
OH,Marion County,Prosecuting Attorney,Brent Yager,Male,White,summer_14
OH,Medina County,Prosecuting Attorney,Dean Holman,Male,White,summer_14
OH,Meigs County,Prosecuting Attorney,Collen Williams,Female,White,summer_14
OH,Mercer County,Prosecuting Attorney,Matthew K. Fox,Male,White,summer_14
OH,Miami County,Prosecuting Attorney,Gary Nasal,Male,White,summer_14
OH,Monroe County,Prosecuting Attorney,James L. Peters,Male,White,summer_14
OH,Montgomery County,Prosecuting Attorney,Mathias Heck Jr.,Male,White,summer_14
OH,Morgan County,Prosecuting Attorney,Mark Howdyshell,Male,White,summer_14
OH,Morrow County,Prosecuting Attorney,Charles Howland,Male,White,summer_14
OH,Muskingum County,Prosecuting Attorney,Michael Haddox,Male,White,summer_14
OH,Noble County,Prosecuting Attorney,Kelly A. Riddle,Female,White,summer_14
OH,OH,Attorney General,Mike DeWine,Male,White,summer_14
OH,Ottawa County,Prosecuting Attorney,Mark Mulligan,Male,White,summer_14
OH,Paulding County,Prosecuting Attorney,Joseph Burkhard,Male,White,summer_14
OH,Perry County,Prosecuting Attorney,Joseph Flautt,Unknown,Unknown,summer_14
OH,Pickaway County,Prosecuting Attorney,Judy Wolford,Female,White,summer_14
OH,Pike County,Prosecuting Attorney,Robert Junk,Unknown,Unknown,summer_14
OH,Portage County,Prosecuting Attorney,Victor Vigluicci,Male,White,summer_14
OH,Preble County,Prosecuting Attorney,Martin Votel,Unknown,Unknown,summer_14
OH,Putnam County,Prosecuting Attorney,Gary Lammers,Male,White,summer_14
OH,Richland County,Prosecuting Attorney,James Mayer Jr.,Male,White,summer_14
OH,Ross County,Prosecuting Attorney,Matthew S Schmidt,Male,White,summer_14
OH,Sandusky County,Prosecuting Attorney,Thomas Stierwalt,Male,White,summer_14
OH,Scioto County,Prosecuting Attorney,Mark Kuhn,Male,White,summer_14
OH,Seneca County,Prosecuting Attorney,Derek Devine,Male,White,summer_14
OH,Shelby County,Prosecuting Attorney,Timothy S. Sell,Male,White,summer_14
OH,Stark County,Prosecuting Attorney,John Ferrero,Male,Hispanic or Latino,summer_14
OH,Summit County,Prosecuting Attorney,Sherri Walsh,Female,White,summer_14
OH,Trumbull County,Prosecuting Attorney,Dennis Watkins,Male,White,summer_14
OH,Tuscarawas County,Prosecuting Attorney,Ryan Styer,Male,White,summer_14
OH,Union County,Prosecuting Attorney,David Phillips,Male,White,summer_14
OH,Van Wert County,Prosecuting Attorney,Charles Kennedy III,Male,White,summer_14
OH,Vinton County,Prosecuting Attorney,Trecia Kimes-Brown,Unknown,Unknown,summer_14
OH,Warren County,Prosecuting Attorney,David Fornshell,Male,White,summer_14
OH,Washington County,Prosecuting Attorney,James Schneider,Male,White,summer_14
OH,Wayne County,Prosecuting Attorney,Daniel Lutz,Male,White,summer_14
OH,Williams County,Prosecuting Attorney,Tom Thompson,Male,White,summer_14
OH,Wood County,Prosecuting Attorney,Paul Dobson,Male,White,summer_14
OH,Wyandot County,Prosecutor,Jonathan Miller,Male,White,summer_14
OK,10th Judicial District,District Attorney,Rex Duncan,Male,White,summer_14
OK,11th Judicial District,District Attorney,Kevin Buchanan,Male,White,summer_14
OK,12th Judicial District,District Attorney,Matt Ballard,Male,White,summer_14
OK,14th Judicial District,District Attorney,Steve Kunzweiler,Male,White,summer_14
OK,16th Judicial District,District Attorney,Jeff Smith,Male,White,summer_14
OK,17th Judicial District,District Attorney,Mark Matloff,Male,White,summer_14
OK,18th Judicial District,District Attorney,Farley Ward,Male,White,summer_14
OK,20th Judicial District,District Attorney,Craig Ladd,Male,White,summer_14
OK,21st Judicial District,District Attorney,Greg Mashburn,Male,White,summer_14
OK,22nd Judicial District,District Attorney,Chris Ross,Male,White,summer_14
OK,23rd Judicial District,District Attorney,Richard Smothermon,Male,White,summer_14
OK,24th Judicial District,District Attorney,David Max Cook,Male,White,summer_14
OK,25th Judicial District,District Attorney,Rob Barris,Male,White,summer_14
OK,26th Judicial District,District Attorney,J. Schuyler Marvin,Male,White,summer_14
OK,27th Judicial District,District Attorney,Brian Kuester,Male,White,summer_14
OK,2nd Judicial District,District Attorney,Dennis Smith,Male,White,summer_14
OK,3rd Judicial District,District Attorney,John Wampler,Male,White,summer_14
OK,4th Judicial District,District Attorney,Michael Fields,Male,White,summer_14
OK,5th Judicial District,District Attorney,Fred C. Smith,Male,White,summer_14
OK,9th Judicial District,District Attorney,Tom Lee,Male,White,summer_14
OK,OK,Attorney General,E. Scott Pruitt,Male,White,summer_14
OK,Oklahoma County,District Attorney,David Prater,Male,American Indian or Alaska Native,summer_14
OR,Baker County,District Attorney,Matthew Shirtcliff,Male,White,summer_14
OR,Benton County,District Attorney,John Haroldson,Male,Hispanic or Latino,summer_14
OR,Clackamas County,District Attorney,John Foote,Male,White,summer_14
OR,Clatsop County,District Attorney,Joshua Marquis,Male,White,summer_14
OR,Columbia County,District Attorney,R. Stephen Atchison,Male,White,summer_14
OR,Coos County,District Attorney,R. Paul Frasier,Male,White,summer_14
OR,Crook County,District Attorney,Daina Vitolins,Female,White,summer_14
OR,Curry County,District Attorney,Everett Dial,Male,White,summer_14
OR,Deschutes County,District Attorney,Patrick Flaherty,Male,White,summer_14
OR,Douglas County,District Attorney,Rick Wesenberg,Male,White,summer_14
OR,Gilliam County,District Attorney,Marion Weatherford,Male,White,summer_14
OR,Grant County,District Attorney,Ryan Joslin,Male,White,summer_14
OR,Harney County,District Attorney,Timothy Colahan,Male,White,summer_14
OR,Hood River County,District Attorney,John Sewell,Male,White,summer_14
OR,Jackson County,District Attorney,Beth Heckert,Female,White,summer_14
OR,Jefferson County,District Attorney,Steven Leriche,Male,White,summer_14
OR,Josephine County,District Attorney,Stephen Campbell,Male,White,summer_14
OR,Klamath County,District Attorney,Rob Patridge,Male,White,summer_14
OR,Lake County,District Attorney,Ulys Stapleton,Male,White,summer_14
OR,Lane County,District Attorney,Alex Gardner,Male,White,summer_14
OR,Lincoln County,District Attorney,Rob Bovett,Male,White,summer_14
OR,Linn County,District Attorney,Douglas Marteeny,Male,White,summer_14
OR,Malheur County,District Attorney,Daniel Norris,Male,White,summer_14
OR,Marion County,District Attorney,Walt Beglau,Male,White,summer_14
OR,Morrow County,District Attorney,Justin Nelson,Male,White,summer_14
OR,Multnomah County,District Attorney,Rodney Underhill,Male,White,summer_14
OR,OR,Attorney General,Ellen Rosenblum,Female,White,summer_14
OR,Polk County,District Attorney,Aaron Felton,Male,White,summer_14
OR,Sherman County,District Attorney,Wade McLeod,Male,White,summer_14
OR,Tillamook County,District Attorney,William Porter,Male,White,summer_14
OR,Umatilla County,District Attorney,Daniel R. Primus,Male,White,summer_14
OR,Union County,District Attorney,Tim Thompson,Male,White,summer_14
OR,Wallowa County,District Attorney,Mona Williams,Female,White,summer_14
OR,Wasco County,District Attorney,Eric Nisley,Male,White,summer_14
OR,Washington County,District Attorney,Robert Hermann,Male,White,summer_14
OR,Wheeler County,District Attorney,Daniel Ousley,Male,White,summer_14
OR,Yamhill County,District Attorney,Bradley Berry,Male,White,summer_14
PA,Adams,District Attorney,Shawn C. Wagner,Male,White,summer_14
PA,Allegheny,District Attorney,"Stephen A. Zappala, Jr.",Male,White,summer_14
PA,Armstrong,District Attorney,Scott J. Andreassi,Male,White,summer_14
PA,Beaver,District Attorney,Anthony J. Berosh,Unknown,Unknown,summer_14
PA,Bedford,District Attorney,William Higgins,Male,White,summer_14
PA,Berks,District Attorney,John T. Adams,Male,White,summer_14
PA,Blair,District Attorney,Richard Consiglio,Male,White,summer_14
PA,Bradford,District Attorney,Daniel Barrett,Male,White,summer_14
PA,Bucks,District Attorney,David Heckler,Male,White,summer_14
PA,Butler,District Attorney,Richard A. Goldinger,Male,White,summer_14
PA,Cambria,District Attorney,Kelly Callihan,Female,White,summer_14
PA,Cameron,District Attorney,Paul J. Malizia,Male,White,summer_14
PA,Carbon,District Attorney,Gary F. Dobias,Male,White,summer_14
PA,Centre,District Attorney,Stacy Parks Miller,Unknown,Unknown,summer_14
PA,Chester,District Attorney,Thomas P. Hogan,Male,White,summer_14
PA,Clarion,District Attorney,Mark Aaron,Male,White,summer_14
PA,Clearfield,District Attorney,"William A. Shaw, Jr.",Male,White,summer_14
PA,Columbia,District Attorney,Thomas E. Leipold,Male,White,summer_14
PA,Crawford,District Attorney,Francis Schultz,Male,White,summer_14
PA,Cumberland,District Attorney,David J. Freed,Male,White,summer_14
PA,Dauphin,District Attorney,Ed Marscio,Male,White,summer_14
PA,Delaware,District Attorney,John Whelan,Male,White,summer_14
PA,Elk,District Attorney,Bradley Kraus,Male,White,summer_14
PA,Erie,District Attorney,Jack Daneri,Male,White,summer_14
PA,Fayette,District Attorney,"Jack R. Heneks, Jr.",Unknown,Unknown,summer_14
PA,Forest,District Attorney,Elizabeth A. Ziegler,Female,White,summer_14
PA,Franklin,District Attorney,Matthew D. Fogal,Male,White,summer_14
PA,Fulton,District Attorney,Travis L. Kendall,Male,White,summer_14
PA,Greene,District Attorney,Marjorie J. Fox,Female,White,summer_14
PA,Huntingdon,District Attorney,George Zanic,Unknown,Unknown,summer_14
PA,Indiana,District Attorney,Patrick Dougherty,Male,White,summer_14
PA,Juniata,District Attorney,Cory J. Snook,Male,White,summer_14
PA,Lackawanna,District Attorney,Andy Jarbola III,Unknown,Unknown,summer_14
PA,Lancaster,District Attorney,Craig Stedman,Unknown,Unknown,summer_14
PA,Lawrence,District Attorney,Joshua Lamancusa,Male,White,summer_14
PA,Lebanon,District Attorney,"David J. Arnold, Jr.",Male,White,summer_14
PA,Lehigh,District Attorney,James B. Martin,Male,White,summer_14
PA,Luzerne,District Attorney,Stefanie J. Salavantis,Female,White,summer_14
PA,Lycoming,District Attorney,Eric R. Linhardt,Male,White,summer_14
PA,McKean,District Attorney,Raymond Learn,Male,White,summer_14
PA,Mercer,District Attorney,Robert Kochems,Male,White,summer_14
PA,Mifflin,District Attorney,David W. Molek,Male,White,summer_14
PA,Monroe,District Attorney,"E. David Christine, Jr.",Male,White,summer_14
PA,Montgomery,District Attorney,Risa Vetri Ferman,Female,Hispanic or Latino,summer_14
PA,Northampton,District Attorney,John M. Morganelli,Male,White,summer_14
PA,PA,Attorney General,Kathleen Kane,Female,White,summer_14
PA,Philadelphia County,District Attorney,R. Seth Stevens,Male,Black or African American,summer_14
PA,Pike,District Attorney,Raymond J. Tonkin,Male,White,summer_14
PA,Potter,District Attorney,Andy Watson,Male,White,summer_14
PA,Schuylkill,District Attorney,Karen Bymes-Noon,Unknown,Unknown,summer_14
PA,Snyder,District Attorney,Michael Piecuch,Male,White,summer_14
PA,Somerset,District Attorney,Lisa Lazzari-Strasiser,Unknown,Unknown,summer_14
PA,Sullivan,District Attorney,Leonard Simpson,Male,White,summer_14
PA,Susquehanna,District Attorney,Jason Legg,Male,White,summer_14
PA,Union,District Attorney,Pete Johnson,Male,White,summer_14
PA,Venango,District Attorney,Marie T. Veon,Female,White,summer_14
PA,Warren,District Attorney,Ross McKeirnan,Male,White,summer_14
PA,Washington,District Attorney,Eugene Vittone,Male,White,summer_14
PA,Wayne,District Attorney,Janine Edwards,Female,White,summer_14
PA,Westmoreland,District Attorney,John Peck,Male,White,summer_14
PA,Wyoming,District Attorney,Jeff Mitchell,Male,White,summer_14
PA,York,District Attorney,Tom Kearney,Male,White,summer_14
RI,RI,Attorney General,Peter Kilmartin,Male,White,summer_14
SC,10th Circuit,Solicitor,Christina T. Adams,Female,White,summer_14
SC,11th Circuit,Solicitor,Donald V. Myers,Male,White,summer_14
SC,12th Circuit,Solicitor,"E.L. (Ed) Clements, III",Male,White,summer_14
SC,13th Circuit,Solicitor,"William W. Wilkins, III",Male,White,summer_14
SC,14th Circuit,Solicitor,"Isaac McDuffie Stone, III",Male,White,summer_14
SC,15th Circuit,Solicitor,Jimmy A. Richardson,Male,White,summer_14
SC,16th Circuit,Solicitor,Kevin S. Brackett,Male,White,summer_14
SC,1st Circuit,Solicitor,"David M. Pascoe, Jr.",Male,White,summer_14
SC,2nd Circuit,Solicitor,"J. Strom Thurmond, Jr.",Male,White,summer_14
SC,3rd Circuit,Solicitor,"Ernest A. Finney, III",Male,Black or African American,summer_14
SC,4th Circuit,Solicitor,"William B. Rogers, Jr.",Male,White,summer_14
SC,5th Circuit,Solicitor,Daniel E. Johnson,Male,Black or African American,summer_14
SC,6th Circuit,Solicitor,"Randy E. Newman, Jr.",Male,White,summer_14
SC,7th Circuit,Solicitor,Barry J. Barnette,Male,White,summer_14
SC,8th Circuit,Solicitor,David M. Stumbo,Male,White,summer_14
SC,9th Circuit,Solicitor,Scarlett A. Wilson,Female,White,summer_14
SC,SC,Adjutant General,Bob Livingston,Male,White,summer_14
SC,SC,Attorney General,Alan Wilson,Male,White,summer_14
SD,Aurora County,State's Attorney,John Steele,Male,White,summer_14
SD,Beadle County,State's Attorney,Michael Moore,Male,White,summer_14
SD,Bon Homme County,State's Attorney,Lisa Rothschadl,Female,White,summer_14
SD,Brookings County,State's Attorney,Clyde Calhoon,Male,White,summer_14
SD,Brown County,State's Attorney,Larry Lovrien,Unknown,Unknown,summer_14
SD,Brule County,State's Attorney,David Natvig,Male,White,summer_14
SD,Buffalo County,State's Attorney,A. Steven Fox,Unknown,Unknown,summer_14
SD,Butte County,State's Attorney,Heather Plunkett,Female,White,summer_14
SD,Campbell County,State's Attorney,Mark Kroontje,Male,White,summer_14
SD,Charles Mix County,State's Attorney,Thomas Deadrick,Male,White,summer_14
SD,Clark County,State's Attorney,Chad Fjelland,Male,White,summer_14
SD,Clay County,State's Attorney,Teddi Gertsma,Female,White,summer_14
SD,Codington County,State's Attorney,Dawn Elshere,Female,White,summer_14
SD,Corson County,State's Attorney,Eric Bogue,Male,White,summer_14
SD,Custer County,State's Attorney,Tracy Kelley,Female,White,summer_14
SD,Davison County,State's Attorney,James Miskimins,Male,White,summer_14
SD,Day County,State's Attorney,Danny Smeins,Unknown,Unknown,summer_14
SD,Deuel County,State's Attorney,John Knight,Male,White,summer_14
SD,Dewey County,State's Attorney,Steve Aberle,Male,White,summer_14
SD,Douglas County,State's Attorney,Craig Parkhurst,Male,White,summer_14
SD,Edmunds County,State's Attorney,Lynda Hento,Unknown,Unknown,summer_14
SD,Fall River County,State's Attorney,James Sword,Male,White,summer_14
SD,Faulk County,State's Attorney,Tim Bormann,Male,White,summer_14
SD,Grant County,State's Attorney,Mark Reedstrom,Male,White,summer_14
SD,Gregory County,State's Attorney,Amy Bartling,Female,White,summer_14
SD,Haakon County,State's Attorney,Gay Tollefson,Female,White,summer_14
SD,Hamlin County,State's Attorney,Gary Schumacher,Unknown,Unknown,summer_14
SD,Hand County,State's Attorney,Elton Anson,Male,White,summer_14
SD,Hanson County,State's Attorney,James Davies,Male,White,summer_14
SD,Harding County,State's Attorney,Robert Haivala,Male,White,summer_14
SD,Hughes County,State's Attorney,Wendy Kloeppner,Female,White,summer_14
SD,Hutchinson County,State's Attorney,Glenn Roth,Male,White,summer_14
SD,Hyde County,State's Attorney,Merlin Voorhees,Unknown,Unknown,summer_14
SD,Jackson County,State's Attorney,Daniel Van Gorp,Male,White,summer_14
SD,Jerauld County,State's Attorney,Dedritch Kock,Unknown,Unknown,summer_14
SD,Jones County,State's Attorney,Anita Fouss,Female,White,summer_14
SD,Kingsbury County,State's Attorney,Gregg Gass,Male,White,summer_14
SD,Lake County,State's Attorney,Chris Giles,Male,White,summer_14
SD,Lawrence County,State's Attorney,John Fitzgerald,Male,White,summer_14
SD,Lincoln County,State's Attorney,Thomas Wollman,Male,White,summer_14
SD,Marshall County,State's Attorney,Chad Locken,Male,White,summer_14
SD,McCook County,State's Attorney,Mike Fink,Male,White,summer_14
SD,McPherson County,State's Attorney,Donald Kallenberger,Male,White,summer_14
SD,Meade County,State's Attorney,Kevin Krull,Male,White,summer_14
SD,Mellette County,State's Attorney,Michael Strain,Male,White,summer_14
SD,Miner County,State's Attorney,Gregory Protsch,Male,White,summer_14
SD,Minnehaha County,State's Attorney,Aaron McGowan,Male,White,summer_14
SD,Moody County,State's Attorney,Paul Lewis,Male,White,summer_14
SD,Pennington County,State's Attorney,Mark Vargo,Male,White,summer_14
SD,Perkins County,State's Attorney,Shane Penfield,Male,White,summer_14
SD,Potter County,State's Attorney,Craig Smith,Male,White,summer_14
SD,Roberts County,State's Attorney,Kerry Cameron,Female,White,summer_14
SD,Sanborn County,State's Attorney,Jeffrey Larson,male,white,summer_14
SD,SD,Attorney General,Marty Jackley,Male,White,summer_14
SD,Spink County,State's Attorney,Victor Fischbach,Male,White,summer_14
SD,Stanley County,State's Attorney,Tom Maher,Male,White,summer_14
SD,Sully County,State's Attorney,Emily Sovell,Female,White,summer_14
SD,Todd County,State's Attorney,Alvin Pahlke,Male,white,summer_14
SD,Turner County,State's Attorney,Matthew Olson,Male,White,summer_14
SD,Union County,State's Attorney,Jerry Miller,Male,White,summer_14
SD,Walworth County,State's Attorney,James Hare,Male,White,summer_14
SD,Yankton County,State's Attorney,Robert Klimisch,Male,White,summer_14
SD,Ziebach County,State's Attorney,Cheryl Laurenz-Bogue,Unknown,Unknown,summer_14
TN,10th Judicial District,District Attorney General,Stephen Crump,Male,White,summer_14
TN,11th Judicial District,District Attorney General,Neal Pinkston,Male,White,summer_14
TN,12th Judicial District,District Attorney General,Michael Taylor,Male,White,summer_14
TN,13th Judicial District,District Attorney General,Bryant C. Dunaway,Male,White,summer_14
TN,14th Judicial District,District Attorney General,Craig Northcott,Male,White,summer_14
TN,15th Judicial District,District Attorney General,Tom P. Thompson,Male,White,summer_14
TN,16th Judicial District,District Attorney General,Jennings Jones,Male,White,summer_14
TN,19th Judicial District,District Attorney General,John W. Carney,Male,White,summer_14
TN,1st Judicial District,District Attorney General,Tony Clark,Male,White,summer_14
TN,21st Judicial District,District Attorney General,Kim Helper,Female,White,summer_14
TN,22nd Judicial District,District Attorney General,Brent Cooper,Male,White,summer_14
TN,23rd Judicial District,District Attorney General,Ray Crouch,Male,White,summer_14
TN,24th Judicial District,District Attorney General,Matthew Stowe,Male,White,summer_14
TN,25th Judicial District,District Attorney General,Mike Dunavant,Male,White,summer_14
TN,26th Judicial District,District Attorney General,Jerry Woodall,Male,White,summer_14
TN,27th Judicial District,District Attorney General,Thomas A. Thomas,Male,White,summer_14
TN,28th Judicial District,District Attorney General,Garry Brown,Male,White,summer_14
TN,29th Judicial District,District Attorney General,Phillip Bivens,Male,White,summer_14
TN,31th Judicial District,District Attorney General,Lisa Zavogiannis,Female,White,summer_14
TN,3rd Judicial District,District Attorney General,Dan Armstrong,Male,White,summer_14
TN,4th Judicial District,District Attorney General,James Dunn,Male,White,summer_14
TN,6th Judicial District,District Attorney General,Charme Allen,Female,White,summer_14
TN,8th Judicial District,District Attorney General,Jared Effler,Male,White,summer_14
TN,9th Judicial District,District Attorney General,Russell Johnson,Male,White,summer_14
TN,Anderson County,District Attorney General,David Clark,Male,White,summer_14
TN,Bedford County,District Attorney General,Charles Crawford,Male,White,summer_14
TN,Blount County,District Attorney General,Mike Flynn,Male,White,summer_14
TN,Davidson County,District Attorney,Victor Johnson,Male,White,summer_14
TN,Shelby County,District Attorney General,Amy Weirich,Female,White,summer_14
TN,Sullivan County,District Attorney General,Barry Staubus,Male,White,summer_14
TN,Sumner County,District Attorney General,Lawrence Whitley,Male,White,summer_14
TX,Anderson,Criminal District Attorney,Allyson Mitchell,Female,White,summer_14
TX,Andrews,District Attorney,Timothy J. Mason,Male,White,summer_14
TX,Angelina,District Attorney,Art Bauereiss,Male,White,summer_14
TX,Aransas,District Attorney,Michael E. Welborn,Unknown,Unknown,summer_14
TX,Armstrong,District Attorney,Randall C. Sims,Male,White,summer_14
TX,Atascosa,District Attorney,Rene M. Pena,Male,Hispanic or Latino,summer_14
TX,Austin,Criminal District Attorney,Travis J. Koehn,Male,White,summer_14
TX,Bailey,District Attorney,Kathryn Horton Gurley,Female,White,summer_14
TX,Bandera,District Attorney,Scott Monroe,Male,White,summer_14
